LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
a $5-10 million,"INTEGRATED RESOURCES, INC",4 Ethel Rd Suite 403B 0.0,EDISON,NJ,8817,561320,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,500,4/10/2020,"JPMorgan Chase Bank, National Association",NJ - 06
a $5-10 million,INTERSTATE DRYWALL CORP.,"125 Chubb Avenue, Suite 200 S",LYNDHURST,NJ,7071,236220,Corporation,Unanswered,Unanswered,Unanswered,,246,4/16/2020,Investors Bank,NJ - 09
a $5-10 million,"INTONE NETWORKS, INC.",10 Austin Ave,ISELIN,NJ,8830,541512,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,292,4/10/2020,"JPMorgan Chase Bank, National Association",NJ - 06
a $5-10 million,J.F. KIELY CONSTRUCTION CO.,1 Radar Way,EATONTOWN,NJ,7724,237310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,466,4/27/2020,Haddon Savings Bank,NJ - 04
a $5-10 million,JESCO INC,118 Saint Nicholas Avenue,SOUTH PLAINFIELD,NJ,7080,423810,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,315,4/15/2020,Manufacturers and Traders Trust Company,NJ - 06
a $5-10 million,"JOSEPH JINGOLI & SON, INC.",100 Lenox Drive Suite 100,LAWRENCEVILLE,NJ,8648,236220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,483,4/13/2020,"TD Bank, National Association",NJ - 12
a $5-10 million,"JOSEPH M. SANZARI, INC.",100 West FRANKLIN ST,HACKENSACK,NJ,7601,237310,Corporation,Unanswered,Unanswered,Unanswered,,319,4/11/2020,Provident Bank,NJ - 05
a $5-10 million,"JPC GROUP, INC.",228 Blackwood Barnsboro Rd,BLACKWOOD,NJ,8012,237990,Corporation,Unanswered,Unanswered,Unanswered,,278,4/14/2020,Manufacturers and Traders Trust Company,NJ - 01
a $5-10 million,JUNIPER COMMUNITIES LLC,400 BROADACRES DR,BLOOMFIELD,NJ,7003,623110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/27/2020,Peapack-Gladstone Bank,NJ - 09
a $5-10 million,"K.S. ENGINEERS, P.C.",494 BROAD ST 4th Floor,NEWARK,NJ,7102,541330,Corporation,Asian,Male Owned,Non-Veteran,,259,4/10/2020,"TD Bank, National Association",NJ - 08
a $5-10 million,KULITE SEMICONDUCTOR PRODUCTS INC,1 WILLOW TREE RD,LEONIA,NJ,7605,336413,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,500,4/13/2020,"PNC Bank, National Association",NJ - 09
a $5-10 million,LESTER GLENN BUICK,386 Rt 37 0.0,TOMS RIVER,NJ,8753,441110,Corporation,Unanswered,Unanswered,Unanswered,,385,4/8/2020,"JPMorgan Chase Bank, National Association",NJ - 03
a $5-10 million,LTC CONSULTING SERVICES LLC,100 BOULEVARD OF THE AMERICAS,LAKEWOOD,NJ,8701,623110,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,458,4/27/2020,Congressional Bank,NJ - 03
a $5-10 million,"MAINTECH, INCORPORATED",14 COMMERCE DR,CRANFORD,NJ,7016,541511,Corporation,Unanswered,Unanswered,Unanswered,,492,4/29/2020,Central Bank,NJ - 07
a $5-10 million,"MARLABS, INC.",1 Corporate Place South,PISCATAWAY,NJ,8854,541511,Subchapter S Corporation,Asian,Male Owned,Unanswered,,500,4/28/2020,KeyBank National Association,NJ - 06
a $5-10 million,"MAROTTA CONTROLS, INC",PO Box 427,MONTVILLE,NJ,7045,453998,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,334,4/15/2020,"Readycap Lending, LLC",NJ - 11
a $5-10 million,"MCCOLLISTER'S TRANSPORTATION GROUP, INC",8 Terri Lane,BURLINGTON,NJ,8016,484121,Corporation,Unanswered,Unanswered,Unanswered,,445,4/10/2020,Republic First Bank d/b/a Republic Bank,NJ - 03
a $5-10 million,MCELROY DEUTSCH MULVANEY & CARPENTER LLP,1300 MOUNT KEMBLE AVE,MORRISTOWN,NJ,7960,541110,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,426,4/8/2020,Peapack-Gladstone Bank,NJ - 07
a $5-10 million,MED-METRIX LLC,9 ENTIN RD 3rd Floor,PARSIPPANY,NJ,7054,541219,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,437,4/12/2020,"TD Bank, National Association",NJ - 11
a $5-10 million,MEDICAL DIAGNOSTIC LABORATORIES LLC,2439 KUSER RD,TRENTON,NJ,8690,621511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,4/8/2020,"TD Bank, National Association",NJ - 04
a $5-10 million,MICRO STAMPING CORPORATION,140 BELMONT DR,SOMERSET,NJ,8873,339112,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,4/27/2020,Provident Bank,NJ - 06
a $5-10 million,MID-ATLANTIC MECHANICAL,1500 Rike Drive; Millstone,MILLSTONE,NJ,8535,238220,Corporation,Unanswered,Unanswered,Unanswered,,164,4/15/2020,Manufacturers and Traders Trust Company,NJ - 04
a $5-10 million,MILLER SERVICE CORP,1596 ROUTE 38,LUMBERTON,NJ,8048,532112,Corporation,Unanswered,Unanswered,Unanswered,,0,4/10/2020,"TD Bank, National Association",NJ - 03
a $5-10 million,MJH HEALTHCARE HOLDINGS LLC,2 CLARKE DR,CRANBURY,NJ,8512,511120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/13/2020,"PNC Bank, National Association",NJ - 12
a $5-10 million,MONTANA CONSTRUCTION CORP INC,80 CONTANT AVE,LODI,NJ,7644,237110,Corporation,Unanswered,Unanswered,Unanswered,,237,5/3/2020,"Bank of America, National Association",NJ - 05
a $5-10 million,MONTCO INC,25 KENNEDY BLVD,EAST BRUNSWICK,NJ,8816,561311,Corporation,Unanswered,Unanswered,Unanswered,,500,4/15/2020,"PNC Bank, National Association",NJ - 06
a $5-10 million,"MOUNT CONSTRUCTION CO, INC.",427 S White Horse Pike,BERLIN,NJ,8009,237110,Corporation,Unanswered,Male Owned,Non-Veteran,,320,4/13/2020,Univest Bank and Trust Co.,NJ - 01
a $5-10 million,"MYCONE DENTAL SUPPLY CO., INC.",480 South Democrat Road,GIBBSTOWN,NJ,8027,339114,Corporation,Unanswered,Unanswered,Unanswered,,500,4/13/2020,Firstrust Savings Bank,NJ - 01
a $5-10 million,NATION UNITED INC,800 kings hwy n,CHERRY HILL,NJ,8034,541613,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,6/30/2020,Radius Bank,NJ - 01
a $5-10 million,NATIONWIDE MORTGAGE BANKERS,310A Main St,LEBANON,NJ,8833,522310,Corporation,Unanswered,Unanswered,Unanswered,,348,4/15/2020,Signature Bank,NJ - 07
a $5-10 million,"NEAD ELECTRIC, INC.",18 East UNION AVE,EAST RUTHERFORD,NJ,7073,238210,Corporation,Unanswered,Unanswered,Unanswered,,380,4/12/2020,"TD Bank, National Association",NJ - 09
a $5-10 million,NEXT LEVEL HOSPITALITY SERVICES LLC,100 CHALLENGER RD STE 105,RIDGEFIELD PARK,NJ,7660,722310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,4/13/2020,Renasant Bank,NJ - 09
a $5-10 million,NICHOLSON CORP.,201 Chambersbrook Road,SOMERVILLE,NJ,8876,236220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,201,4/11/2020,"TD Bank, National Association",NJ - 07
a $5-10 million,NJMHMC LLC,55 Meadowlands Parkway,SECAUCUS,NJ,7094,622110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/27/2020,Popular Bank,NJ - 08
a $5-10 million,NORDIC CONTRACTING CO INC,95 N Dell Ave,KENVIL,NJ,7847,238910,Corporation,Unanswered,Unanswered,Unanswered,,329,4/14/2020,"Fulton Bank, National Association",NJ - 07
a $5-10 million,"NORTHEAST REMSCO CONSTRUCTION, INC.",1433 HWY 34 SOUTH B1,FARMINGDALE,NJ,7727,237110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,252,4/15/2020,Manufacturers and Traders Trust Company,NJ - 04
a $5-10 million,NOURISON INDUSTRIES INC.,5 Sampson St 0.0,SADDLE BROOK,NJ,7663,423220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,405,4/15/2020,"JPMorgan Chase Bank, National Association",NJ - 05
a $5-10 million,NU-WORLD CORPORATION,300 Milk St,CARTERET,NJ,7008,325412,Corporation,Unanswered,Unanswered,Unanswered,,271,4/28/2020,Valley National Bank,NJ - 06
a $5-10 million,"ON TARGET STAFFING, LLC",2050 STATE ROUTE 27,NORTH BRUNSWICK,NJ,8902,561320,Corporation,Unanswered,Unanswered,Unanswered,,500,4/28/2020,"HSBC Bank USA, National Association",NJ - 06
a $5-10 million,ORBCOMM INC.,"395 West Passaic Street, Suite 325 0.0",ROCHELLE PARK,NJ,7662,334220,Corporation,Unanswered,Unanswered,Unanswered,,331,4/10/2020,"JPMorgan Chase Bank, National Association",NJ - 05
a $5-10 million,"ORION INTERIORS, INC.",600 US HIGHWAY 206,RARITAN,NJ,8869,238310,Corporation,Unanswered,Unanswered,Unanswered,,125,4/13/2020,"PNC Bank, National Association",NJ - 07
a $5-10 million,"OTG MANAGEMENT EWR, LLC",1 Terminal C,NEWARK,NJ,7114,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Non-Veteran,,39,4/28/2020,First Republic Bank,NJ - 08
a $5-10 million,"P&B INTERMODAL SERVICES, LLC",221 River Street 9th Floor,HOBOKEN,NJ,7030,811111,Corporation,Unanswered,Unanswered,Unanswered,,444,4/7/2020,"Wintrust Bank, National Association",NJ - 08
a $5-10 million,"PARIS BAGUETTE AMERICA, INC.",137 West Commercial Ave.,MOONACHIE,NJ,7074,722515,Corporation,Unanswered,Unanswered,Unanswered,,500,4/27/2020,OakStar Bank,NJ - 09
a $5-10 million,PARTY RENTAL LTD,777 TERRACE AVE,HASBROUCK HT,NJ,7604,532289,Corporation,Unanswered,Unanswered,Unanswered,,0,6/4/2020,"TD Bank, National Association",NJ - 05
a $5-10 million,PDS CONSULTANTS INC,22 RAINBOW TRL,SPARTA,NJ,7871,621320,Corporation,Unanswered,Unanswered,Unanswered,,500,4/9/2020,Republic Bank & Trust Company,NJ - 05
a $5-10 million,"PETILLO, INCORPORATED",167 Flanders Netcong Road,FLANDERS,NJ,7836,238910,Corporation,Unanswered,Unanswered,Unanswered,,229,4/15/2020,Manufacturers and Traders Trust Company,NJ - 07
a $5-10 million,PIM BRANDS LLC,25 COMMERCE DR,ALLENDALE,NJ,7401,311340,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/15/2020,"PNC Bank, National Association",NJ - 05
a $5-10 million,"PIONEER CONSULTING SERVICES, LLC",3490 US HIGHWAY 1 Bldg 10,PRINCETON,NJ,8540,541511,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,,399,4/15/2020,Community Savings Bank,NJ - 07
a $5-10 million,"POMPTONIAN, THE",3 Edison Pl,FAIRFIELD,NJ,7004,722310,Corporation,Unanswered,Unanswered,Unanswered,,500,5/3/2020,"Bank of America, National Association",NJ - 11
a $5-10 million,PORT IMPERIAL FERRY CORP.,18 Ramsgate Road,WEEHAWKEN,NJ,7086,483212,Corporation,Unanswered,Unanswered,Unanswered,,354,4/16/2020,Investors Bank,NJ - 08
a $5-10 million,PORVEN LTD,600 STATE RT 17,RAMSEY,NJ,7446,442210,Corporation,Unanswered,Unanswered,Unanswered,,0,4/27/2020,"Santander Bank, National Association",NJ - 05
a $5-10 million,PRESIDENT CONTAINER GROUP II LLC,200 W Commercial Ave,MOONACHIE,NJ,7074,322211,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,438,5/3/2020,"Bank of America, National Association",NJ - 09
a $5-10 million,PRO STAFF SOLUTIONS INC,101 North Feltus Street,SOUTH AMBOY,NJ,8879,561311,Corporation,Hispanic,Unanswered,Unanswered,,500,4/27/2020,"Harvest Small Business Finance, LLC",NJ - 06
a $5-10 million,"R.L. PLASTIC & SON, INC.",20 PRODUCTION WAY,AVENEL,NJ,7001,424610,Corporation,Unanswered,Unanswered,Unanswered,,6,4/5/2020,"BankUnited, National Association",NJ - 06
a $5-10 million,RAB LIGHTING INC,170 LUDLOW AVE,NORTHVALE,NJ,7647,335122,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,390,4/13/2020,"PNC Bank, National Association",NJ - 05
a $5-10 million,"RADIANT SYSTEMS, INC",107 CORPORATE BLVD Suite B,SOUTH PLAINFIELD,NJ,7080,541990,Corporation,Asian,Male Owned,Unanswered,,385,4/27/2020,Mid Penn Bank,NJ - 06
a $5-10 million,RADWELL INTERNATIONAL INC,1 MILLENIUM DR,WILLINGBORO,NJ,8046,423830,Corporation,Unanswered,Unanswered,Unanswered,,500,5/1/2020,"Bank of America, National Association",NJ - 03
a $5-10 million,RAILROAD CONSTRUCTION COMPANY INC.,75-77 Grove Street,PATERSON,NJ,7503,237310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,295,4/14/2020,Manufacturers and Traders Trust Company,NJ - 09
a $5-10 million,"REMINGTON & VERNICK ENGINEERS II, INC.",232 KINGS HWY,HADDONFIELD,NJ,8033,541330,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,4/9/2020,"TD Bank, National Association",NJ - 01
a $5-10 million,"RICHARD E. PIERSON CONSTRUCTION CO., INC",426 SWEDESBORO RD,PILESGROVE,NJ,8098,236220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,410,4/13/2020,"TD Bank, National Association",NJ - 02
a $5-10 million,ROADTEX TRANSPORTATION MANAGEMENT CORP,13 JENSEN DR,SOMERSET,NJ,8873,484122,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,397,4/12/2020,"TD Bank, National Association",NJ - 06
a $5-10 million,"ROSE BRAND WIPERS, INC.",4 Emerson Lane 0.0,SECAUCUS,NJ,7094,423490,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,403,4/10/2020,"JPMorgan Chase Bank, National Association",NJ - 08
a $5-10 million,SAMUEL CORALUZZO CO INC,1713 N MAIN RD,VINELAND,NJ,8360,484220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,500,4/13/2020,"PNC Bank, National Association",NJ - 02
a $5-10 million,SANDY ALEXANDER INC,200 ENTIN RD,CLIFTON,NJ,7014,323111,Corporation,Unanswered,Unanswered,Unanswered,,175,4/14/2020,"PNC Bank, National Association",NJ - 09
a $5-10 million,SHIPCO TRANSFER,80 WASHINGTON ST,HOBOKEN,NJ,7920,488510,Cooperative,Unanswered,Unanswered,Unanswered,,426,4/16/2020,First Home Bank,NJ - 07
a $5-10 million,SHORE POINT DISTRIBUTING CO. INC.,P.O. Box 275 0.0,ADELPHIA,NJ,7710,424810,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,258,4/9/2020,"JPMorgan Chase Bank, National Association",NJ - 04
a $5-10 million,SILLS CUMMIS & GROSS P.C.,One Riverfront Plaza 0.0,NEWARK,NJ,7102,541110,Corporation,Unanswered,Unanswered,Unanswered,,48,4/9/2020,"JPMorgan Chase Bank, National Association",NJ - 08
a $5-10 million,SIMCO LOGISTICS INC,101 COMMERCE DR,MOORESTOWN,NJ,8057,424430,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,470,4/14/2020,"PNC Bank, National Association",NJ - 01
a $5-10 million,SIMPLICITY FINANCIAL MARKETING HOLDINGS INC.,86 Summit Avenue Suite 303,SUMMIT,NJ,7901,523930,Corporation,Unanswered,Unanswered,Unanswered,,256,4/15/2020,Manufacturers and Traders Trust Company,NJ - 07
a $5-10 million,SLOAN & COMPANY INC,"49 Bloomfield Ave, Suite 101",MOUNTAIN LAKES,NJ,7046,238310,Corporation,Unanswered,Unanswered,Unanswered,,336,4/8/2020,Peapack-Gladstone Bank,NJ - 11
a $5-10 million,STAFF MANAGEMENT GROUP,314 Campus Drive,EDISON,NJ,8837,561311,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/27/2020,"Blue Ridge Bank, National Association",NJ - 06
a $5-10 million,STAR STAINLESS SCREW CO,30 West End Road,TOTOWA,NJ,7511,423710,Corporation,Unanswered,Unanswered,Unanswered,,403,4/11/2020,"TD Bank, National Association",NJ - 08
a $5-10 million,"STARLIGHT HOME CARE AGENCY, INC.","160 Pehle Avenue, Suite 203",SADDLE BROOK,NJ,7663,621610,Corporation,Unanswered,Female Owned,Unanswered,,500,4/27/2020,Valley National Bank,NJ - 05
a $5-10 million,SUNRISE SYSTEMS INC,105 Fieldcrest Ave Ste 504,EDISON,NJ,8837,541330,Corporation,Unanswered,Unanswered,Unanswered,,424,5/3/2020,"Bank of America, National Association",NJ - 06
a $5-10 million,SYSTEM FREIGHT INC,7 CENTRE DR STE 5,JAMESBURG,NJ,8831,484110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,4/27/2020,"PNC Bank, National Association",NJ - 12
a $5-10 million,T & M ASSOCIATES,11 TINDALL RD,MIDDLETOWN,NJ,7748,541330,Corporation,Unanswered,Unanswered,Unanswered,,0,4/9/2020,"TD Bank, National Association",NJ - 04
a $5-10 million,TEKMARK GLOBAL SOLUTIONS LLC,100 Metroplex Drive Suite 102,EDISON,NJ,8817,541512,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,382,4/14/2020,Meridian Bank,NJ - 06
a $5-10 million,TFC PARTNERS INC.,700 Bangs Ave #3,ASBURY PARK,NJ,7712,561210,Corporation,Unanswered,Unanswered,Unanswered,,500,4/15/2020,First Home Bank,NJ - 04
a $5-10 million,THE CONTI GROUP LLC,2045 Lincoln Highway,EDISON,NJ,8817,237310,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,258,4/9/2020,Peapack-Gladstone Bank,NJ - 06
a $5-10 million,"THE HADDAD ORGANIZATION, LTD.",131 Docks Corner Road 0.0,DAYTON,NJ,8810,531120,Corporation,Unanswered,Unanswered,Unanswered,,472,4/11/2020,"JPMorgan Chase Bank, National Association",NJ - 12
a $5-10 million,THE HIBBERT COMPANY,400 Pennington Ave.,TRENTON,NJ,8618,541890,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,4/8/2020,"UMB Bank, National Association",NJ - 12
a $5-10 million,TOP SHELF ELECTRIC CORP,485 US HIGHWAY 1,ISELIN,NJ,8830,238210,Corporation,Unanswered,Unanswered,Unanswered,,463,4/5/2020,Columbia Bank,NJ - 06
a $5-10 million,"TORE ELECTRIC COMPANY, INC",85 FRANKLIN RD,DOVER,NJ,7801,238210,Corporation,Unanswered,Male Owned,Non-Veteran,,164,4/6/2020,Columbia Bank,NJ - 07
a $5-10 million,"TRIS PHARMA, INC.",2033 US HIGHWAY 130,MONMOUTH JUNCTION,NJ,8852,325412,Corporation,Unanswered,Unanswered,Unanswered,,0,4/13/2020,Provident Bank,NJ - 12
a $5-10 million,VALCOR ENGINEERING CORPORATION,2 LAWRENCE RD,SPRINGFIELD,NJ,7081,541330,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,234,4/7/2020,Valley National Bank,NJ - 07
a $5-10 million,WARE INDUSTRIES INC,400 Metuchen Road,SOUTH PLAINFIELD,NJ,7080,331221,Corporation,Unanswered,Unanswered,Unanswered,,,4/14/2020,"PNC Bank, National Association",NJ - 06
a $5-10 million,"WITHUMSMITH + BROWN, P.C.",506 CARNEGIE CTR Suite 400,PRINCETON,NJ,8540,541211,Corporation,White,Male Owned,Non-Veteran,,500,4/9/2020,Peapack-Gladstone Bank,NJ - 07
a $5-10 million,"YOUTH CONSULTATION SERVICE, INC",284 Broadway,NEWARK,NJ,7104,721310,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0,4/28/2020,"Capital One, National Association",NJ - 08
a $5-10 million,ARTESIA GENERAL HOSPTIAL,702 N 13th,ARTESIA,NM,88210,622110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,460,4/11/2020,First American Bank,NM - 02
a $5-10 million,"B&D INDUSTRIES, INC.",9720 Bell Ave SE,ALBUQUERQUE,NM,87123,238210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,472,4/28/2020,"U.S. Bank, National Association",NM - 01
a $5-10 million,"BAM! PIZZA MANAGEMENT, INC.",1114 SOUTH UNION AVE,ROSWELL,NM,88203,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,500,4/14/2020,BBVA USA,NM - 02
a $5-10 million,BEN ARCHER HEALTH CENTER,1600 THORPE RD,LAS CRUCES,NM,88012,621111,Corporation,Unanswered,Unanswered,Unanswered,,326,4/10/2020,Pioneer Bank,NM - 02
a $5-10 million,CHASE ENERGY SERVICES LLC,PO BOX 1832,ARTESIA,NM,88211,213112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,4/9/2020,"UMB Bank, National Association",NM - 02
a $5-10 million,"DREAMSTYLE REMODELING, INC.",1460 N RENAISSANCE BLVD NE,ALBUQUERQUE,NM,87107,236118,Corporation,Hispanic,Male Owned,Non-Veteran,,403,4/8/2020,Enterprise Bank & Trust,NM - 01
a $5-10 million,DUGAN PRODUCTION CORPORATION,709 E MURRAY DRIVE,FARMINGTON,NM,87401,211111,Corporation,Unanswered,Unanswered,Unanswered,,,5/3/2020,"Wells Fargo Bank, National Association",NM - 03
a $5-10 million,GILA REGIONAL MEDICAL CENTER,1313 East 32nd Street,SILVER CITY,NM,88061,622110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,487,4/10/2020,First American Bank,NM - 02
a $5-10 million,"LA CLINICA DE FAMILIA, INC",385 CALLE DE ALEGRA,LAS CRUCES,NM,88005,621111,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,28,5/21/2020,Citizens Bank of Las Cruces,NM - 02
a $5-10 million,LOVELACE RESPIRATORY RESEARCH INSTITUTE,2425 Ridgecrest Dr SE,ALBUQUERQUE,NM,87108,541714,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,388,5/2/2020,Bank of the West,NM - 01
a $5-10 million,"MEOW WOLF, INC.",1352 Rufina Circle 0.0,SANTA FE,NM,87507,713990,Corporation,Unanswered,Unanswered,Unanswered,,200,4/11/2020,"JPMorgan Chase Bank, National Association",NM - 03
a $5-10 million,NOR-LEA HOSPITAL DISTRICT,1600 N MAIN AVE,LOVINGTON,NM,88260,622110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,497,4/28/2020,Lea County State Bank,NM - 02
a $5-10 million,"PROCESS EQUIPMENT & SERVICE COMPANY, INC.",5680 US 64,FARMINGTON,NM,87401,333132,Corporation,Unanswered,Unanswered,Unanswered,,162,4/7/2020,Four Corners Community Bank,NM - 03
a $5-10 million,RMCHCS INC,1901 Red Rock Dr,GALLUP,NM,87301,622110,Corporation,Unanswered,Unanswered,Unanswered,,439,4/15/2020,Bank of Colorado,NM - 03
a $5-10 million,SANDIA CASINO,30 RAINBOW RD NE,ALBUQUERQUE,NM,87113,713210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,443,4/29/2020,"BOKF, National Association",NM - 01
a $5-10 million,"TLC COMPANY, INC.","5000 EDITH BLVD, NE",ALBUQUERQUE,NM,87107,531390,Subchapter S Corporation,White,Male Owned,Non-Veteran,,,4/9/2020,Century Bank,NM - 01
a $5-10 million,"WEST STATES ENERGY CONTRACTORS, INC.",5001 Holmes Drive,FARMINGTON,NM,87402,213112,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,384,4/9/2020,"Zions Bank, A Division of",NM - 03
a $5-10 million,"ALLISON, CURTIS, KINGSLEY, MEOZ, MICHAEL, & SANCHEZ, PROF. CORP","400 N Stephanie St, Suite 300",HENDERSON,NV,89014,621498,Corporation,Unanswered,Unanswered,Unanswered,,362,4/15/2020,"Zions Bank, A Division of",NV - 03
a $5-10 million,"CCLV LUXURY HOTEL HOLDING, LLC",3752 LAS VEGAS BLVD S,LAS VEGAS,NV,89158,721110,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,,490,4/9/2020,East West Bank,NV - 01
a $5-10 million,"CONNOR GROUP, INC.","3700 Barron Way, Suite 2",RENO,NV,89511,541618,Corporation,Unanswered,Unanswered,Unanswered,,252,4/30/2020,Bank of the West,NV - 02
a $5-10 million,DIVERSIFIED PROTECTION CORPORATION,"8020 South Rainbow Boulevard, Suite 100-530",LAS VEGAS,NV,89139,541990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,500,4/29/2020,American Express National Bank,NV - 03
a $5-10 million,"GOLDEN GATE BELL, LLC",3225-A SOUTH RAINBOW RD SUITE 102,LAS VEGAS,NV,89146,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,4/6/2020,"Citizens Bank, National Association",NV - 01
a $5-10 million,MED- SMART INC.,3185 SAINT ROSE PKWY,HENDERSON,NV,89052,621399,Corporation,Unanswered,Male Owned,Unanswered,,492,4/13/2020,Bank of George,NV - 03
